,Neutral,Avoid,Paved,Mean,Mean Change
0,13.0,13.0,10.0,12.0,
5,13.0,13.0,10.0,12.0,0.0
10,13.0,13.0,10.0,12.0,0.0
15,13.0,13.0,10.0,12.0,0.0
20,14.0,14.0,11.0,13.0,1.0
25,14.0,14.0,11.0,13.0,0.0
30,14.0,14.0,12.0,13.333333333333334,0.3333333333333339
35,13.0,13.0,11.0,12.333333333333334,-1.0
40,12.0,12.0,10.0,11.333333333333334,-1.0
45,12.0,12.0,10.0,11.333333333333334,0.0
50,14.0,14.0,11.0,13.0,1.666666666666666
