,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,297.0279424190521,262.2950222492218,235.7713499069214,200.58664727210999,180.268616437912,158.72158074378967,150.55689525604248,134.21873450279236,131.69636797904968,123.65979790687561,117.86475419998169
Number of paths,28.0,27.0,27.0,26.0,27.0,25.0,24.0,23.0,23.0,23.0,23.0
Average paths badness,100.7252322179477,101.96843114425259,101.96843114425259,102.415161930678,102.57803387816622,99.30170360980745,98.78575539130763,99.76587744655808,98.14866752733779,98.11495393541816,100.5702929261645
