,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,90.84779524803162,82.06432390213013,79.74017286300659,66.51783871650696,62.12360429763794,51.258824586868286,51.88786315917969,46.81194257736206,45.328906536102295,40.58984088897705,38.72187280654907
Number of paths,10.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,7.0
Average paths badness,2896.4608838732956,2896.4608838732956,2896.4608838732956,2896.4608838732956,2900.2456119887356,2897.652621648438,2897.652621648438,2897.652621648438,2922.676578060808,2937.808614860505,2937.808614860505
