,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,258.06362533569336,228.9814133644104,207.38426518440247,176.25333738327026,167.91069412231445,149.54428458213806,140.93126106262207,125.55742335319519,125.52596640586853,119.04435539245605,114.83284997940063
Number of paths,21.0,21.0,21.0,20.0,21.0,21.0,20.0,19.0,19.0,18.0,18.0
Average paths badness,148.281482878993,148.281482878993,148.281482878993,148.35798868971906,150.9571399028507,150.9571399028507,154.0505406491221,156.91215696132636,150.9199970040599,151.628439555076,160.9889115493455
