,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,76.47455023527145,1.7,55.5090909090909,0.0,117.81363636363636,1.3060606060606061,125.58181818181816,4447.547499293906
