,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,224.48351954221727,7.45,50.02425393806973,0.003898635477582846,127.70810169362801,1.885564849380639,120.83209999065261,203.5988050909769
