,0,5,10,15,20,25,30,35,40,45,50
Elapsed time,60.02532649040222,59.019288063049316,51.09843730926514,42.43622851371765,40.90992975234985,34.461225509643555,30.445786714553833,28.339484453201294,26.498645067214966,24.381057024002075,23.334816217422485
Number of paths,15.0,15.0,15.0,15.0,15.0,13.0,11.0,11.0,11.0,13.0,13.0
Average paths badness,46.15058372102121,46.15058372102121,46.15058372102121,46.15058372102121,46.15058372102121,46.75691839773383,45.27230650219653,45.27230650219653,45.27230650219653,43.79904284827451,43.79904284827451
