,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
Elapsed time,11.197916746139526,11.727431535720825,11.06458044052124,9.358409404754639,10.405678987503052,8.322227478027344,9.800883769989014,9.553349018096924,9.825025796890259,9.5688796043396,8.461606740951538,8.18435525894165,7.99682879447937,7.481350421905518,7.08975887298584,7.106393337249756,7.2221598625183105,7.065020561218262,7.6199681758880615,7.569746255874634,7.16417932510376,5.799692869186401,5.575642824172974,5.518861293792725,5.034665822982788,5.010291576385498,6.676385164260864,6.516062498092651,6.7361533641815186,5.4535722732543945,5.34911036491394
Number of paths,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0
Average paths badness,1437.2248681653048,1437.2248681653048,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1439.9402314675049,1432.0007058253184,1432.0007058253184,1432.0007058253184,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1444.6516015342424,1440.2458887868524,1440.2458887868524,1440.2458887868524
