,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,10.84350061416626,14.85,3.3778349702154773,0.0,19.191308081550275,0.16772056609454983,21.831318618783875,31.021001700763236
