,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,9.259520983695984,15.2,4.178956935554157,0.0,18.46977478539979,0.2582307610085388,22.705063236660454,616.7775088044475
