,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,31.94066548347473,18.067943334579468,28.58078932762146,7.339670658111572,10.72875428199768,5.2898571491241455,14.663212060928345,15.000820636749268,49.8014760017395,16.356501817703247
Number of paths,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
Average paths badness,86.32596015116148,146.23198528626017,,,,,,158.5091066387853,127.55341423202299,
Avg. number of stoplights,39.833333333333336,32.0,,,,,,24.8,30.2,
Avg. number of steps,0.0,0.0,,,,,,0.0,0.0,
Avg. number of paved edges,131.33333333333334,62.0,,,,,,63.0,106.4,
Avg. number of unpaved edges,0.6666666666666666,2.0,,,,,,0.4,0.8,
Avg. number of edges with unknown surface,66.33333333333333,70.0,,,,,,82.0,98.0,
