,"(16.40444240764465, 48.19675190787102)","(16.253945507310487, 48.20105010790031)","(16.37813870758685, 48.148956507776205)","(16.464780107778022, 48.216526607903326)","(16.405046007645307, 48.25367790798799)","(16.445702807736403, 48.15301310777529)","(16.471234207791944, 48.250879907973)","(16.400306307636036, 48.140493807755746)","(16.380436907591758, 48.16821060781559)","(16.40367340764266, 48.22140610792185)"
Elapsed time,35.27604007720947,22.458613395690918,33.318885803222656,9.071003437042236,11.080429792404175,7.551609039306641,19.678410053253174,19.091204166412354,53.701013803482056,19.517166137695312
Number of paths,6.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0
Average paths badness,0.0,0.0,,,,,0.0,0.0,0.0,
Avg. number of stoplights,42.666666666666664,15.2,,,,,28.0,27.0,37.0,
Avg. number of steps,0.0,0.0,,,,,0.0,0.0,0.0,
Avg. number of paved edges,130.16666666666666,50.6,,,,,52.5,59.2,104.57142857142857,
Avg. number of unpaved edges,1.1666666666666667,2.0,,,,,0.5,1.0,1.0,
Avg. number of edges with unknown surface,73.5,89.0,,,,,79.5,84.8,97.42857142857143,
