,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
Elapsed time,75.44430375099182,69.98145723342896,66.16045427322388,60.16808724403381,58.73647880554199,56.37986135482788,51.7318594455719,51.44946217536926,47.64254951477051,47.293606758117676,47.27390003204346,46.29655480384827,45.53133225440979,44.29095792770386,44.179919958114624,43.325295209884644,42.44552564620972,40.593966484069824,39.652082443237305,38.35235142707825,36.79252314567566,36.81133699417114,36.43904423713684,35.9200599193573,35.665467262268066,35.554025173187256
Number of paths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Average paths badness,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,4377.478350660065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
