,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300
Elapsed time,241.47922706604004,222.7013111114502,199.7251501083374,178.22998523712158,163.1315779685974,158.1479823589325,152.22719740867615,144.40122747421265,130.0056266784668,129.74697756767273,117.46861004829407,119.63719630241394,111.90488481521606,107.32699036598206,94.45968008041382,91.76684021949768,87.29052257537842,82.11732053756714,80.73409581184387,78.66502976417542,78.4172933101654,74.21243262290955,68.1860466003418,67.61889624595642,67.8781635761261,67.81499671936035
Number of paths,13.0,13.0,12.0,9.0,9.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Average paths badness,177.35586857046195,177.32700527792665,178.14822858613311,182.6044354188885,182.6044354188885,172.54807261205738,172.33036360202533,172.33036360202533,181.09108951048984,181.09108951048984,181.09108951048984,181.09108951048984,192.4574365056119,210.76484523436739,210.76484523436739,0.0,0.0,0.0,0.0,0.0,200.50391609618418,0.0,0.0,0.0,0.0,0.0
