,Neutral,Avoid,Paved,Mean,Mean Change
50,223.7676968574524,223.7676968574524,241.47922706604004,229.67154026031494,
60,210.08116841316223,210.08116841316223,222.7013111114502,214.2878826459249,-15.383657614390046
70,191.58214139938354,191.58214139938354,199.7251501083374,194.2964776357015,-19.99140501022339
80,167.24262738227844,167.24262738227844,178.22998523712158,170.90508000055948,-23.391397635142027
90,154.55487966537476,154.55487966537476,163.1315779685974,157.41377909978232,-13.491300900777162
100,141.9340536594391,141.9340536594391,158.1479823589325,147.33869655927023,-10.075082540512085
110,137.05145740509033,137.05145740509033,152.22719740867615,142.1100374062856,-5.228659152984619
120,127.0833067893982,127.0833067893982,144.40122747421265,132.85594701766968,-9.254090388615936
130,122.96166729927063,122.96166729927063,130.0056266784668,125.30965375900269,-7.546293258666992
140,124.60537648200989,124.60537648200989,129.74697756767273,126.31924351056416,1.009589751561478
150,117.35037899017334,117.35037899017334,117.46861004829407,117.38978934288025,-8.929454167683915
160,113.31877946853638,113.31877946853638,119.63719630241394,115.42491841316223,-1.9648709297180176
170,108.90140867233276,108.90140867233276,111.90488481521606,109.9025673866272,-5.522351026535034
180,99.83114647865295,99.83114647865295,107.32699036598206,102.32976110776265,-7.572806278864547
190,94.50313186645508,94.50313186645508,94.45968008041382,94.48864793777466,-7.841113169987992
200,88.72878122329712,88.72878122329712,91.76684021949768,89.74146755536397,-4.74718038241069
210,85.81545400619507,85.81545400619507,87.29052257537842,86.30714352925618,-3.434324026107788
220,81.91644477844238,81.91644477844238,82.11732053756714,81.9834033648173,-4.323740164438874
230,81.1724145412445,81.1724145412445,80.73409581184387,81.02630829811096,-0.9570950667063443
240,77.28959465026855,77.28959465026855,78.66502976417542,77.74807302157085,-3.2782352765401157
250,77.47870254516602,77.47870254516602,78.4172933101654,77.79156613349915,0.0434931119282993
260,77.70342779159546,77.70342779159546,74.21243262290955,76.53976273536682,-1.2518033981323242
270,75.2902660369873,75.2902660369873,68.1860466003418,72.9221928914388,-3.617569843928024
280,75.90345358848572,75.90345358848572,67.61889624595642,73.14193447430928,0.2197415828704834
290,76.06114029884338,76.06114029884338,67.8781635761261,73.33348139127095,0.19154691696166992
300,75.83519959449768,75.83519959449768,67.81499671936035,73.16179863611858,-0.17168275515237497
