,Elapsed time,N Paths,N stoplights,N steps,N paved edges,N unpaved edges,N unknown edge surfaces,Path badness
0,5.0980557084083555,3.3,2.884803921568628,0.0,19.04901960784314,0.10931372549019608,20.608823529411765,30.22417587039515
